team1_win,team1_kills,team1_gold,team1_towers,team1_dragons,team1_barons,team2_kills,team2_gold,team2_towers,team2_dragons,team2_barons,kill_diff,gold_diff,tower_diff,dragon_diff,baron_diff,gold_ratio,kill_ratio,objective_score_diff,games_count,game_duration,total_kills,total_gold,first_blood,first_tower,first_dragon,elder_dragons,herald_kills,avg_kills_per_min,gold_per_min_diff,vision_score_diff,cs_diff_15,gold_diff_15,team1_ad_count,team1_ap_count,team1_tank_count,team2_ad_count,team2_ap_count,team2_tank_count,early_game_lead,mid_game_lead,late_game_scaling,tournament_encoded,team1_side_blue,patch_major,patch_minor
0,16,26830,5,2,1,17,39780,6,3,2,-1,-12950,-1,-1,-1,0.40279237351748987,0.48484848484848486,-6,3,26,33,66610,1,1,0,2,0,1.1296051778244345,-425.2991572573662,-60,30,-157,2,2,0,2,2,2,-0.1953588373685986,0.9562972246196386,0.32439942824357404,4,0,14.0,12.0
1,11,33980,5,4,1,7,25132,8,3,2,4,8848,-3,1,-1,0.5748409798348897,0.6111111111111112,-4,5,34,18,59112,0,1,0,1,0,0.8602963302956813,330.66625618381767,8,-4,-1857,2,2,1,3,3,1,-0.29276823549057074,0.9842430009072012,-0.7335823431858495,5,0,14.0,8.0
1,14,30275,8,3,2,7,31325,5,1,1,7,-1050,3,2,1,0.4914772727272727,0.6666666666666666,10,3,38,21,61600,0,0,0,2,0,0.5373385845925399,-36.32744104399447,-25,23,656,1,1,2,1,1,1,0.22973422330589544,-0.927584307746391,0.7464097771369598,3,1,14.0,10.0
0,13,36412,7,2,1,16,36965,8,3,2,-3,-553,-1,-1,-1,0.4962317892527631,0.4482758620689655,-6,4,24,29,73377,0,0,0,1,2,0.7320530840625982,-20.2173415319254,90,-46,-1473,2,1,0,2,2,1,-0.6941253776300513,-0.26469021925285174,0.7624732356929826,1,0,14.0,22.0
0,14,31363,8,3,1,18,26481,9,4,1,-4,4882,-1,-1,0,0.5421997095636539,0.4375,-3,4,28,32,57844,0,1,1,1,1,1.2558480683383462,161.20937084489586,0,45,1626,2,1,1,1,3,0,0.378933700139372,-0.9380098265932162,-0.10133042816245852,3,1,14.0,20.0
1,18,40090,8,2,1,11,24449,8,3,1,7,15641,0,-1,0,0.6211747935356916,0.6206896551724138,-2,5,22,29,64539,0,1,0,0,1,1.234490716765761,606.0055900528988,89,10,-1111,1,2,2,2,2,0,-0.9907681837665698,0.806495790025487,-0.6514074549275233,3,0,14.0,1.0
1,12,37807,7,2,1,11,30569,7,4,2,1,7238,0,-2,-1,0.5529279279279279,0.5217391304347826,-7,4,20,23,68376,0,1,1,2,1,0.6356042646148525,207.46559598503708,-2,20,-168,1,2,1,3,1,1,-0.7142331079162745,0.5382918429620702,0.7055422020800945,1,0,14.0,11.0
1,11,32152,9,3,1,10,24934,8,2,1,1,7218,1,1,0,0.5632204043022808,0.5238095238095238,3,5,26,21,57086,0,1,0,1,2,0.630684670195358,258.7828707446705,55,-24,1647,1,1,1,1,3,0,0.8189921829527689,0.687715172643643,0.3328663270125769,6,1,14.0,20.0
1,10,33186,10,2,1,5,33353,8,3,0,5,-167,2,-1,1,0.49874509686048785,0.6666666666666666,3,5,39,15,66539,1,1,0,1,2,0.4275735447117388,-5.505697608078625,-23,-34,12,1,3,2,2,2,2,-0.3402630323993914,-0.061555518962884026,0.4793773294651589,5,1,14.0,15.0
1,9,33483,6,4,2,9,29743,7,3,1,0,3740,-1,1,1,0.5295764400721222,0.5,4,3,38,18,63226,1,0,0,0,2,0.8686396321433147,134.72782814629187,62,26,-1512,3,2,0,1,2,0,0.41007732815893294,-0.5732788665431789,0.7041825794436918,2,1,14.0,22.0
0,4,27730,7,4,1,22,34920,11,4,2,-18,-7190,-4,0,-1,0.4426177174780527,0.15384615384615385,-7,4,20,26,62650,1,1,1,2,0,0.7514500441122615,-207.9809410560267,-44,41,1731,2,1,0,1,2,2,0.6058925430518789,-0.18971446237764944,-0.32468765320343884,1,0,14.0,23.0
0,7,29052,7,3,2,17,35066,10,3,1,-10,-6014,-3,0,1,0.45310209301600174,0.2916666666666667,0,5,45,24,64118,1,0,0,0,0,0.9331663243919155,-187.2449989806006,-68,-21,1261,3,2,0,3,1,2,0.9927400584019688,-0.5515707684239224,0.892191014352123,5,1,14.0,10.0
0,9,25847,7,3,0,18,38846,9,4,1,-9,-12999,-2,-1,-1,0.39953317978761227,0.3333333333333333,-7,3,38,27,64693,0,0,0,2,2,0.7121631038912292,-463.58235315013513,27,-26,304,3,3,2,3,1,0,-0.4954792992624151,-0.17260604959448944,0.2125967348319029,2,1,14.0,2.0
0,12,26357,8,2,1,20,28813,11,3,2,-8,-2456,-3,-1,-1,0.4777415261917709,0.375,-8,5,43,32,55170,0,0,0,2,2,1.0604312827861397,-75.5213747935814,-32,22,-1426,3,1,0,3,2,2,-0.4387418732300479,0.5517821078666718,0.30601964678488613,4,0,14.0,7.0
0,11,36195,8,2,1,21,33233,8,4,2,-10,2962,0,-2,-1,0.5213314512876649,0.34375,-7,3,28,32,69428,0,0,1,2,0,1.4349779841017167,90.23092408547,-69,44,-1343,2,2,0,1,1,2,0.5692623855113961,-0.25888608381916667,-0.07036617944723922,1,1,14.0,1.0
0,13,25538,8,2,1,10,27947,10,3,2,3,-2409,-2,-1,-1,0.4774796671964102,0.5652173913043478,-7,3,21,23,53485,0,1,0,0,0,0.649667585427722,-81.2197982826194,12,-33,823,3,2,2,1,3,2,-0.5003729329155409,-0.20683664032265048,0.967495630880159,3,1,14.0,15.0
0,9,29652,8,2,1,15,38316,11,3,1,-6,-8664,-3,-1,0,0.4362641242937853,0.375,-5,5,43,24,67968,0,1,1,0,2,0.8452233918628478,-290.7611429088822,79,-15,940,1,3,0,1,2,1,-0.5812180740717627,0.4886070734061261,-0.9571377460233648,5,0,14.0,12.0
0,10,31555,6,3,0,9,33632,11,3,2,1,-2077,-5,0,-2,0.48406890944513475,0.5263157894736842,-11,4,43,19,65187,0,1,0,1,1,0.8279748472548494,-71.56599836720189,100,28,1485,1,3,0,2,1,0,0.05257253647248561,0.3556430026746802,-0.44584950604887963,1,0,14.0,6.0
0,14,21751,8,3,2,12,37025,9,4,1,2,-15274,-1,-1,1,0.37006601333877776,0.5384615384615384,0,4,29,26,58776,1,1,0,0,0,1.253369512150035,-527.2646015012042,-47,25,-1244,3,3,0,1,2,0,-0.5134535369574476,-0.05316704702837982,0.3885951839938313,4,1,14.0,7.0
1,19,29657,10,4,1,16,30812,7,2,1,3,-1155,3,2,0,0.49044965188774414,0.5428571428571428,7,5,20,35,60469,0,0,0,0,2,1.4089368670158888,-35.91169003112063,97,28,1665,2,1,0,1,2,2,-0.1576564466590702,0.11276151410350543,-0.5902142241903596,2,1,14.0,13.0
0,9,32377,6,3,1,13,34808,8,3,1,-4,-2431,-2,0,0,0.4819081640247079,0.4090909090909091,-2,5,34,22,67185,1,1,0,0,2,0.7303102790990478,-95.78946599426408,-94,-21,-1744,1,1,2,2,2,2,0.17698750275035513,-0.1858646838510929,-0.5551714869471622,3,0,14.0,6.0
0,13,29897,6,1,1,19,32373,8,3,1,-6,-2476,-2,-2,0,0.48011883732134253,0.40625,-6,3,32,32,62270,1,0,1,0,2,1.1125224835821568,-71.86369208448221,62,-22,-525,1,3,1,3,3,1,0.12178939624252849,0.09033057014731405,0.8684755603888792,1,1,14.0,5.0
0,19,35066,7,3,1,19,40397,9,2,2,0,-5331,-2,1,-1,0.4646780541457403,0.5,-3,3,31,38,75463,1,0,0,2,1,1.420235222833915,-162.4738752505455,-67,-30,-918,2,3,2,1,3,0,-0.47622017184111765,-0.052358485047880654,-0.5443298716033858,5,0,14.0,4.0
1,9,30213,9,3,1,8,35749,6,3,1,1,-5536,3,0,0,0.45803644522603926,0.5294117647058824,3,5,24,17,65962,0,0,0,1,0,0.4997247654381336,-200.79667741098368,6,-17,1232,2,3,1,1,3,0,-0.6432759472411582,-0.17372153817025082,0.772057246721612,6,0,14.0,18.0
1,12,29474,7,4,0,9,28393,8,3,1,3,1081,-1,1,-1,0.5093403839839632,0.5714285714285714,-2,4,22,21,57867,1,1,0,2,2,0.5543517757068989,35.866392748821326,8,-11,1355,3,2,0,2,2,1,0.7012685748526402,0.19303799399414534,0.5749003317597223,5,0,14.0,6.0
0,11,31720,8,3,0,16,37135,9,2,0,-5,-5415,-1,1,0,0.46067823687459153,0.4074074074074074,1,5,24,27,68855,0,0,0,0,1,0.6920290605699926,-181.3161880079435,90,-2,285,1,1,2,2,1,1,0.29082164347221195,0.4893201319259315,0.29617362000092085,4,0,14.0,14.0
0,10,33036,4,2,1,12,36991,10,3,0,-2,-3955,-6,-1,1,0.47176089222728373,0.45454545454545453,-5,3,44,22,70027,0,0,1,2,1,0.7018736629238156,-157.93437431421987,70,-2,1691,1,2,2,1,1,0,-0.5685957467852278,-0.9093261198846223,0.6776251618711808,3,0,14.0,20.0
1,14,29235,10,4,1,12,32318,8,3,1,2,-3083,2,1,0,0.47495654151706657,0.5384615384615384,4,4,31,26,61553,1,1,1,0,2,0.8844490167762944,-94.00478610957107,66,-34,-643,1,1,0,2,1,0,0.510866930324072,-0.7740661167699197,0.35918372089923967,6,1,14.0,21.0
0,8,30546,6,3,1,15,26107,6,4,2,-7,4439,0,-1,-1,0.5391770956524808,0.34782608695652173,-5,3,25,23,56653,0,1,1,2,0,0.6343389286888428,138.36530830568105,-66,6,508,2,3,0,3,1,1,-0.04820272334587972,0.8687787411166912,0.27287058095339134,3,1,14.0,19.0
1,19,35167,9,3,1,15,31456,8,3,2,4,3711,1,0,-1,0.5278507422361647,0.5588235294117647,-2,3,41,34,66623,1,1,0,1,2,0.9331899243079023,114.80621029800437,45,-21,519,2,2,0,3,3,1,0.4406900303932726,0.7684917927527943,0.1858714498441305,3,1,14.0,8.0
1,11,30763,7,4,2,14,25640,6,3,1,-3,5123,1,1,1,0.545414251015017,0.44,6,5,22,25,56403,0,1,1,1,0,0.9768712357592151,192.0332409082492,62,16,148,1,1,0,1,3,0,-0.42019644278032087,-0.7621953276814404,-0.3133303753927055,1,0,14.0,12.0
0,8,34188,6,3,0,13,29340,11,3,1,-5,4848,-5,0,-1,0.5381564034756328,0.38095238095238093,-8,3,26,21,63528,1,0,0,0,2,0.8325086850625175,146.00395859111833,40,37,-150,1,3,2,2,3,0,0.4012136300125866,-0.8598121673173502,0.7463431378910463,6,0,14.0,18.0
1,23,35060,9,4,2,8,36755,7,1,1,15,-1695,2,3,1,0.48819884425259347,0.7419354838709677,11,5,39,31,71815,1,1,0,1,2,0.8514322552439055,-57.602273776852016,7,40,-705,3,3,1,3,3,2,0.09421284198425384,-0.6659824743493354,-0.7419410506674318,6,1,14.0,1.0
1,8,29299,7,4,2,14,27082,5,2,1,-6,2217,2,2,1,0.5196608786647984,0.36363636363636365,9,4,37,22,56381,1,0,0,1,1,0.877076045768399,87.92286766600657,54,36,1512,2,2,0,3,1,0,0.9500542511263179,-0.9339828912333645,0.15174610469763672,3,1,14.0,17.0
0,12,29046,7,4,2,17,29807,9,3,1,-5,-761,-2,1,1,0.49353473909571305,0.41379310344827586,3,5,22,29,58853,1,0,1,2,0,0.7320103743243123,-30.320807781919516,-61,10,1183,1,1,0,2,2,2,-0.19774561876709185,-0.45569630638025527,0.6948622153606763,6,0,14.0,3.0
0,7,29522,5,3,1,16,26520,8,3,1,-9,3002,-3,0,0,0.5267834838157096,0.30434782608695654,-3,3,25,23,56042,0,1,0,1,2,1.079669324516388,96.08365342357048,100,38,-1349,3,2,1,1,1,0,0.4443065098503669,0.5965945336312344,-0.29093219690008,4,0,14.0,3.0
1,10,33124,11,3,1,11,30983,5,1,0,-1,2141,6,2,1,0.5166986444538038,0.47619047619047616,13,4,37,21,64107,0,1,0,2,0,0.8112766982298774,70.76538671904551,1,-21,359,3,3,2,3,2,1,-0.6376013079571801,-0.9546393340532116,0.1547349864769736,4,0,14.0,16.0
0,8,29740,6,3,2,13,35857,11,3,1,-5,-6117,-5,0,1,0.4533743921215909,0.38095238095238093,-2,3,37,21,65597,1,0,1,1,2,0.5781046827827706,-213.27227917897207,22,17,1929,2,2,2,2,3,1,0.85504610903286,0.61145452158453,-0.9375674043420095,5,0,14.0,9.0
0,7,25431,10,3,0,14,31418,8,3,2,-7,-5987,2,0,-2,0.44734296117785716,0.3333333333333333,-4,5,27,21,56849,1,1,0,0,0,0.6922744050961535,-222.51629186253973,-66,-26,-821,1,3,0,3,1,1,0.1043496789129732,-0.3864740112775369,-0.5808898427035689,1,0,14.0,15.0
0,14,30263,6,2,1,16,29569,10,3,1,-2,694,-4,-1,0,0.5057995721353122,0.4666666666666667,-6,4,34,30,59832,1,1,0,1,2,1.1692548769454603,19.9836065646371,-49,9,644,1,2,1,3,3,2,-0.26083222512706894,0.9699573181860324,0.3428336852403764,6,1,14.0,10.0
1,13,38810,11,4,1,8,25756,6,3,1,5,13054,5,1,0,0.60109035715392,0.6190476190476191,7,3,31,21,64566,1,0,0,0,0,0.6291033898306257,379.3191945039738,-30,37,1330,1,2,1,2,2,2,0.06764122216717916,0.4558272393070244,0.46828955975320485,5,0,14.0,17.0
0,12,29542,8,2,0,28,32029,8,4,1,-16,-2487,0,-2,-1,0.4798038037387731,0.3,-7,5,36,40,61571,0,0,0,1,0,1.0123814499409205,-97.96367505699521,22,-23,-1212,1,3,0,2,2,2,-0.5001484224715935,0.9717902004911898,0.8341477475134988,1,1,14.0,22.0
0,15,29491,8,2,1,14,34974,9,1,2,1,-5483,-1,1,-1,0.4574730473900566,0.5172413793103449,-2,3,21,29,64465,1,1,0,0,1,1.058731654023723,-213.66080866304327,43,27,-632,2,2,0,3,1,2,-0.7323704370032151,0.6759553977696808,0.5625492360016642,1,0,14.0,23.0
1,16,41372,11,4,1,13,24498,6,3,1,3,16874,5,1,0,0.6280856231972066,0.5517241379310345,7,5,18,29,65870,0,1,1,1,0,0.7294685950339147,491.2690811796861,-68,11,-1454,2,1,1,2,1,1,0.791700074846406,-0.6000623893258292,-0.9417837829981661,1,0,14.0,5.0
1,14,27069,7,4,1,10,27860,7,3,1,4,-791,0,1,0,0.4927997961004205,0.5833333333333334,2,5,44,24,54929,1,0,0,1,0,0.882314423726205,-27.99454187449206,-24,-42,1455,2,2,1,2,1,1,0.9486860885937696,0.45100036874585636,0.19104356000760903,2,0,14.0,14.0
1,19,34116,6,3,1,14,29081,7,3,1,5,5035,-1,0,0,0.5398357516970742,0.5757575757575758,-1,5,33,33,63197,0,1,1,2,0,1.6150694630879978,167.57665358373242,34,6,-1712,3,2,1,2,2,0,-0.08708316701909835,0.7149142118625746,-0.22388652541304221,3,1,14.0,9.0
0,11,27603,7,2,2,22,40199,10,4,2,-11,-12596,-3,-2,0,0.4071118846051739,0.3333333333333333,-7,4,42,33,67802,1,1,1,1,1,0.990954545338937,-457.4940791118817,11,-42,-1588,3,1,1,1,2,2,-0.053357692328861006,-0.09245028800017274,-0.766854716511052,1,1,14.0,16.0
0,15,32382,8,3,1,23,43385,9,3,2,-8,-11003,-1,0,-1,0.42738923277944224,0.39473684210526316,-4,5,34,38,75767,0,1,1,1,1,0.9786779206523352,-366.48518373095885,10,-17,1756,3,3,1,1,2,0,0.7850954002100698,-0.6468922003439082,-0.8235536006856237,4,1,14.0,15.0
1,12,23470,11,4,0,14,28622,5,2,1,-2,-5152,6,2,-1,0.45054902864163404,0.46153846153846156,7,3,34,26,52092,1,0,1,1,0,1.110088244330593,-152.63232977919515,-67,-29,1774,2,3,1,1,1,1,-0.5345683672304893,0.5574584269666201,-0.4804768523526979,6,1,14.0,17.0
1,21,27817,9,4,1,11,31458,7,3,1,10,-3641,2,1,0,0.46928722058203287,0.65625,4,4,34,32,59275,1,0,0,2,0,0.9732778209334886,-144.08073202033304,-76,-19,1555,3,2,2,3,2,2,-0.37271051255763754,0.7188233580732497,-0.3057341725470961,1,1,14.0,10.0
0,5,26284,7,3,1,19,31615,9,4,1,-14,-5331,-2,-1,0,0.4539629354565709,0.20833333333333334,-4,4,30,24,57899,0,1,1,0,0,0.7658033012416013,-208.46161392276866,77,47,-1377,1,2,2,3,1,0,-0.9513819068389238,0.7722780589417677,0.7056105967189721,6,0,14.0,11.0
1,12,30515,10,4,1,12,35660,6,2,1,0,-5145,4,2,0,0.46112580279561766,0.5,8,3,21,24,66175,1,0,1,2,0,0.8152269248364403,-169.3719098001447,31,25,1773,1,3,1,2,3,0,0.17652267638305918,-0.455616957790427,0.5541745582702873,3,0,14.0,22.0
0,14,29690,8,3,2,18,30932,6,4,1,-4,-1242,2,-1,1,0.4897561941209462,0.4375,3,5,20,32,60622,0,0,1,0,2,1.1849907564920634,-48.130712672401955,91,-19,-199,3,1,1,2,2,0,0.687447084043471,-0.43544031923651816,-0.9312085081018537,6,1,14.0,9.0
0,13,26207,4,3,1,24,29090,8,4,2,-11,-2883,-4,-1,-1,0.4739316780295495,0.35135135135135137,-9,3,24,37,55297,0,0,1,0,2,1.5641632298045662,-88.39239627437325,-76,9,1067,3,1,1,3,2,0,-0.2627926501520075,-0.7919690904978915,0.9109022919534329,4,1,14.0,2.0
0,14,28480,8,3,2,13,28503,9,4,1,1,-23,-1,-1,1,0.49979818542372284,0.5185185185185185,0,4,22,27,56983,0,1,0,1,1,0.9494527693236845,-0.8120180704791297,7,-17,-581,3,3,0,3,1,1,-0.41954257000780193,0.4749019518228663,0.11614029507041779,3,0,14.0,19.0
0,9,26962,7,3,2,14,33849,9,2,1,-5,-6887,-2,1,1,0.44337373172616795,0.391304347826087,3,5,21,23,60811,0,1,0,2,0,0.6132351611511448,-252.89961367576282,17,35,-1084,1,3,2,2,3,1,0.6878948131486082,0.6465540969833743,-0.45750368970519717,3,0,14.0,2.0
0,9,29564,7,3,1,19,35543,7,2,0,-10,-5979,0,1,1,0.4540832782957286,0.32142857142857145,5,3,25,28,65107,1,1,0,0,1,0.9547693912623428,-194.65160418326943,-70,11,980,1,2,0,1,2,0,0.16974581226621765,-0.8554385329025251,0.3949715751038996,6,0,14.0,18.0
0,12,36542,8,3,2,9,30544,11,3,0,3,5998,-3,0,2,0.5447038130161286,0.5714285714285714,3,5,24,21,67086,0,0,0,2,1,0.5293935861674964,171.72200336948933,-16,-29,167,2,1,1,3,1,2,-0.7440194406699265,-0.014441178699341917,-0.5864063717976147,5,0,14.0,5.0
0,14,27708,5,1,2,10,32063,9,4,1,4,-4355,-4,-3,1,0.4635692894547523,0.5833333333333334,-7,5,33,24,59771,1,1,1,1,0,0.6478005646649972,-154.62031731133834,-50,38,306,3,3,1,2,3,2,0.6085619280552499,-0.04927958624069584,-0.5133941439358489,1,1,14.0,6.0
1,23,30528,7,4,1,10,36042,4,3,1,13,-5514,3,1,0,0.4585849481748535,0.696969696969697,5,3,30,33,66570,0,0,0,2,0,1.278241221493203,-203.88835902302384,32,0,722,1,3,0,1,3,0,-0.184980643218831,-0.6730791680272434,0.49071953615522745,4,0,14.0,16.0
1,16,40507,8,4,1,10,36948,7,4,1,6,3559,1,0,0,0.5229746304305726,0.6153846153846154,1,5,28,26,77455,1,0,0,2,0,0.9486425844497198,118.05891459894657,-100,31,-567,3,3,0,1,3,0,0.10216068321198479,-0.5210950707068955,-0.10949598294594498,2,0,14.0,23.0
1,15,36542,6,4,1,14,22393,7,3,2,1,14149,-1,1,-1,0.6200390260456435,0.5172413793103449,-2,3,30,29,58935,1,0,1,2,0,0.8980783413400044,492.48344745782754,78,8,-566,1,2,1,1,2,0,-0.49878763416148497,0.628764053121736,-0.2930778356600856,3,0,14.0,23.0
0,16,33908,4,1,1,15,30742,9,3,1,1,3166,-5,-2,0,0.5244856921887084,0.5161290322580645,-9,4,38,31,64650,1,1,0,0,2,1.1005910811432627,108.41069702098576,-23,-32,-47,2,1,2,1,3,0,-0.8016051453622182,0.9162971219111566,0.6197760228199074,3,0,14.0,13.0
1,10,32008,11,4,0,9,32673,5,4,1,1,-665,6,0,-1,0.4948593868369382,0.5263157894736842,3,3,41,19,64681,1,1,1,1,1,0.7804735233406896,-25.60998064565355,76,-9,-36,3,3,1,1,1,2,-0.9696862580862484,0.4452927508142219,-0.8563663596730433,4,0,14.0,1.0
0,13,28064,7,2,0,20,31188,9,3,1,-7,-3124,-2,-1,-1,0.4736380206575305,0.3939393939393939,-7,4,23,33,59252,0,1,0,0,0,0.9567446926310096,-98.01360770030772,53,48,-978,3,2,2,3,3,2,-0.7130410461799592,-0.6456966542321969,0.49583161529977193,5,1,14.0,11.0
1,23,28322,7,3,1,10,34443,7,2,1,13,-6121,0,1,0,0.45123874770971084,0.696969696969697,2,3,33,33,62765,0,1,0,2,0,0.9310640953393674,-177.25697915652125,-50,40,520,1,1,0,2,2,2,0.6713020451386451,0.12440301159747014,0.11620324970326434,4,1,14.0,6.0
0,6,29401,9,3,2,17,31100,8,4,1,-11,-1699,1,-1,1,0.48595890977008643,0.2608695652173913,2,3,19,23,60501,1,0,1,1,1,0.6058817601662823,-56.62139716768115,2,-7,-1864,1,1,0,1,1,0,-0.13000578626122694,0.17785504159128207,-0.7414758256579972,2,0,14.0,21.0
0,12,31160,6,3,1,16,34055,8,3,2,-4,-2895,-2,0,-1,0.4778041861534923,0.42857142857142855,-5,3,30,28,65215,0,0,1,2,1,1.0346648966601308,-99.03104581074587,-69,30,-1213,3,3,1,3,2,1,0.5222479450828514,0.301676554609033,0.8822707455272396,3,1,14.0,13.0
0,10,29697,7,2,1,9,31923,11,2,1,1,-2226,-4,0,0,0.48193768257059394,0.5263157894736842,-4,4,30,19,61620,0,0,1,1,0,0.5480251638064367,-68.11325161089022,2,18,425,3,3,1,2,1,0,-0.32217731664561544,-0.14459958548457985,0.3288457123448252,6,0,14.0,6.0
0,11,36626,8,2,1,14,37396,11,3,2,-3,-770,-3,-1,-1,0.4947988435870417,0.44,-8,4,36,25,74022,0,0,1,1,1,0.8251380555427087,-28.109058692828967,64,-2,180,1,1,1,2,2,0,-0.5287817425339625,0.2382523631277862,0.3095363074347437,6,0,14.0,12.0
1,15,35333,11,4,1,9,35066,5,3,1,6,267,6,1,0,0.5018963337547409,0.625,8,4,31,24,70399,1,0,1,0,0,0.6743500672820032,10.41197881655668,60,-50,-234,1,3,0,3,3,1,0.4081334389543465,-0.16832046642612464,0.3269032956262592,3,1,14.0,5.0
0,13,31374,6,3,1,15,30375,9,3,1,-2,999,-3,0,0,0.5080891998250984,0.4642857142857143,-3,3,30,28,61749,0,1,1,1,1,0.7070524358750501,30.736366069254792,-28,-28,-421,2,3,1,3,2,1,0.5333616787108626,-0.6664097084700393,-0.3583253141023146,4,1,14.0,7.0
1,19,35416,10,2,1,16,34481,7,2,1,3,935,3,0,0,0.5066884129504843,0.5428571428571428,3,3,31,35,69897,1,0,0,1,1,1.6816377520673709,33.30582727803883,-76,38,-1740,2,3,1,1,2,1,0.9828372654527573,-0.9746586284639287,0.764902303802625,2,1,14.0,10.0
0,7,30764,9,3,1,17,28018,7,4,1,-10,2746,2,-1,0,0.5233574903882141,0.2916666666666667,0,4,26,24,58782,1,1,0,2,1,0.7189461125745775,94.1088710807818,-73,-13,-544,2,2,1,2,1,1,-0.5822051846714822,0.08688478565167967,0.4173213258890094,2,0,14.0,4.0
1,11,34920,8,4,1,17,32375,5,1,1,-6,2545,3,3,0,0.5189092800356638,0.39285714285714285,9,3,22,28,67295,0,1,0,0,2,1.3767110165688736,96.0630201866278,41,2,-1157,1,1,1,2,1,0,0.8405973024905387,0.32305092904954047,0.4773565667867745,1,0,14.0,20.0
0,20,27000,2,2,1,19,29983,9,4,1,1,-2983,-7,-2,0,0.473825526911535,0.5128205128205128,-11,4,28,39,56983,1,1,1,0,0,1.7425430454281183,-86.94802984548522,45,-26,125,3,2,0,1,1,1,0.7992144226226603,-0.5282804183970349,0.8132558867667725,2,1,14.0,20.0
1,15,31682,11,3,1,17,29532,5,2,0,-2,2150,6,1,1,0.5175613421766263,0.46875,11,4,20,32,61214,0,1,1,0,2,1.034305978276625,67.9397007041714,8,-18,645,1,3,0,1,1,1,-0.07986487252848429,-0.6680739521252288,-0.2923416113425936,2,1,14.0,16.0
0,15,21661,4,1,1,9,31858,11,2,1,6,-10197,-7,-1,0,0.40473476709206074,0.625,-9,5,40,24,53519,1,0,0,1,1,1.0412047837343374,-368.07895161020434,-49,7,848,3,1,1,1,3,1,0.22969807463141434,0.5011496454401168,0.14422358157762427,4,0,14.0,3.0
0,18,31539,3,1,1,9,32730,10,3,1,9,-1191,-7,-2,0,0.4907342575736358,0.6666666666666666,-11,3,38,27,64269,1,1,1,2,1,1.1670914858823236,-39.16896901874676,35,18,33,3,3,1,2,1,0,0.3375806108618946,-0.8844591987804489,-0.6348606194407307,2,1,14.0,8.0
1,16,35776,7,4,1,12,32432,9,2,1,4,3344,-2,2,0,0.524513253577293,0.5714285714285714,2,5,30,28,68208,1,1,1,2,1,1.071429703647345,123.41424618996403,-83,24,-1880,3,2,1,2,1,1,-0.07678894764085542,0.917184522058353,0.30234810604648077,6,0,14.0,16.0
0,8,31974,9,2,1,16,37937,10,3,1,-8,-5963,-1,-1,0,0.45735292014132256,0.3333333333333333,-3,5,40,24,69911,1,0,1,2,1,1.117541687339441,-203.84079396865408,52,39,-1639,3,3,2,2,1,1,-0.5001787666660142,-0.40812630529461624,0.05728771042341996,1,0,14.0,19.0
1,18,36933,7,2,1,14,27798,8,4,1,4,9135,-1,-2,0,0.5705612457709598,0.5625,-5,4,28,32,64731,1,0,0,2,2,0.8132645602178888,330.55184425567575,-14,-38,-1604,3,1,1,1,1,0,0.5324448553354404,0.6020010993417069,-0.23625691837711815,1,0,14.0,17.0
1,14,40983,7,3,2,9,31014,9,2,1,5,9969,-2,1,1,0.5692320513354723,0.6086956521739131,3,4,27,23,71997,1,0,1,1,2,0.6118206925570331,355.65967487091064,-7,-31,-1949,1,3,2,2,1,2,0.7387722879739416,-0.4095005605082107,-0.13296710157842395,3,1,14.0,8.0
1,15,35055,8,3,1,10,35991,7,2,1,5,-936,1,1,0,0.49341271852039525,0.6,3,3,37,25,71046,1,0,1,1,0,0.6746820417631791,-30.956862099097783,-1,31,-1300,1,3,1,1,1,1,0.19747800927592718,0.6482827802962985,0.08010340526556958,3,1,14.0,12.0
1,16,29029,9,3,1,7,32448,5,3,1,9,-3419,4,0,0,0.47219285261154575,0.6956521739130435,4,3,25,23,61477,0,0,1,0,1,0.5814385383971803,-108.01233329630965,-86,42,-623,2,2,0,1,3,2,0.9975944302752444,-0.39399214383500336,0.22290033893991779,5,1,14.0,23.0
1,8,33417,10,4,1,9,27604,7,3,0,-1,5813,3,1,1,0.5476311433768702,0.47058823529411764,8,5,29,17,61021,0,0,1,0,1,0.6898004790836035,197.7556530564486,-41,-45,356,2,2,1,2,2,2,0.4831092655061602,-0.9099818803384299,0.3847316860503185,5,1,14.0,8.0
1,14,32059,9,4,2,16,32244,7,3,1,-2,-185,2,1,1,0.4985614979083402,0.4666666666666667,7,5,19,30,64303,0,0,1,2,1,0.9222248429295635,-6.128720244359165,84,32,1654,3,3,1,2,1,0,0.49472866513123126,0.7421024057165779,-0.4638822582724489,6,0,14.0,8.0
1,16,36622,6,4,1,17,26054,6,4,2,-1,10568,0,0,-1,0.5843065926351394,0.48484848484848486,-3,3,29,33,62676,1,0,1,0,2,0.8492911715229574,419.69497803655395,56,-38,1660,1,1,1,3,3,2,-0.6504036345061,-0.6832315144482357,0.1537807444427024,3,0,14.0,21.0
1,0,35518,11,3,1,9,34387,7,2,1,-9,1131,4,1,0,0.5080895501037122,0.0,6,5,37,9,69905,1,1,1,0,0,0.32760939871741007,33.15718350588934,-69,-46,1333,2,3,1,2,3,1,0.5385816389031532,0.25123119347149747,0.7551430689519065,3,1,14.0,4.0
